stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
STP5101,Tuburan,,10.70520496,122.4778061,,,,,
STP5102,Santa Barbara,,10.82633209,122.5323181,,,,,
STP5103,Zarraga Public Market,,10.82279873,122.6119461,,,,,
STP5104,Santa Barbara,,10.81839943,122.5266342,,,,,
STP5105,Dacutan,,10.79887104,122.6974945,,,,,
STP5106,Malunang,,10.82352352,122.6091766,,,,,
STP5107,Tuburan Sulbod,,10.82477188,122.6067505,,,,,
STP5108,San Antonio,,10.69477844,122.4758072,,,,,
STP5109,Pulao,,10.81916237,122.6990891,,,,,
STP5110,Dacutan,,10.81646061,122.6995087,,,,,
STP5111,San Antonio,,10.69160748,122.4746475,,,,,
STP5112,San Jose,,10.77340126,122.4999542,,,,,
STP5113,Santa Barbara,,10.82166576,122.5293121,,,,,
STP5114,Balabag,,10.84340668,122.6564636,,,,,
STP5115,Abilay Norte,,10.7554636,122.4904404,,,,,
STP5116,Santa Barbara,,10.82382298,122.5309448,,,,,
STP5117,Jalaud Sur,,10.84884834,122.6493683,,,,,
STP5118,Balud I,,10.84622765,122.6454544,,,,,
STP5119,San Jose,,10.76408005,122.4944763,,,,,
STP5120,Abilay Norte,,10.76160526,122.4933395,,,,,
STP5121,San Jose,,10.76643085,122.4959412,,,,,
STP5201,Mandurriao,,10.70563412,122.5524445,,,,,
STP5202,Jaro,,10.76797581,122.5817642,,,,,
STP5203,Jaro,,10.77195263,122.5841675,,,,,
STP5204,Jaro,,10.74691868,122.567955,,,,,
STP5205,Jaro,,10.73767185,122.5619202,,,,,
STP5206,Poblacion,,10.78410244,122.5876007,,,,,
STP5207,Buntatala,,10.77490139,122.5848312,,,,,
STP5208,Jaro,,10.7438488,122.5657501,,,,,
STP5209,Jaro,,10.74030781,122.563385,,,,,
STP5210,Luis Linaga-an,,10.71651077,122.5532455,,,,,
STP5211,Guihaman,,10.77785206,122.5845642,,,,,
STP5212,Jaro,,10.75741768,122.5748215,,,,,
STP5213,Jaro,,10.76021862,122.5766373,,,,,
STP5214,Jaro,,10.76256371,122.5780411,,,,,
STP5215,Molo,,10.69383812,122.5550995,,,,,
STP5216,City Proper,,10.69678116,122.5548325,,,,,
STP5217,Jaro,,10.7334528,122.5601959,,,,,
STP5218,Guihaman,,10.78048706,122.5854416,,,,,
STP5219,Ceres Iloilo North Bus Terminal,,10.7536869,122.5720749,,,,,
STP5220,Jaro,,10.75020504,122.5699997,,,,,
STP5221,Jaro,,10.76476479,122.5797043,,,,,
STP5222,Molo,,10.70073605,122.5538788,,,,,
STP5223,Jaro,,10.72988701,122.5589752,,,,,
STP5224,GECO Philippines,,10.7280426,122.5561523,,,,,
STP5225,Cornerstone Pet Hospital,,10.7173872,122.5594864,,,,,
STP5226,TotalEnergies,,10.72112656,122.5589447,,,,,
STP5227,Jaro,,10.72244549,122.5545883,,,,,
STP5228,Mandurriao,,10.71055984,122.5519028,,,,,
STP5229,SM Strata Twin Towers,,10.71321011,122.5524673,,,,,
STP5230,Jaro,,10.72556114,122.5573654,,,,,
STP5231,Jaro,,10.71482563,122.5570755,,,,,
STP5401,San Miguel,,10.77401543,122.4612732,,,,,
STP5402,San Miguel,,10.77604961,122.4739227,,,,,
STP5403,Mandurriao,,10.73139858,122.5237656,,,,,
STP5404,Mandurriao,,10.72625351,122.5279388,,,,,
STP5405,Rizal,,10.77046871,122.4561691,,,,,
STP5406,Rizal,,10.76851559,122.4542999,,,,,
STP5407,Rizal,,10.77457714,122.4586258,,,,,
STP5408,San Miguel,,10.77777195,122.4610901,,,,,
STP5409,Jibao-an,,10.75247765,122.5074615,,,,,
STP5410,Jibao-an,,10.74534321,122.5133438,,,,,
STP5411,San Miguel,,10.77965927,122.4674149,,,,,
STP5412,Mandurriao,,10.71806526,122.5371552,,,,,
STP5413,San Miguel,,10.78099155,122.4650497,,,,,
STP5414,Jibao-an,,10.75893688,122.4998322,,,,,
STP5415,Mandurriao Central Elementary School,,10.71540737,122.5377197,,,,,
STP5416,Mandurriao,,10.71788883,122.5398636,,,,,
STP5417,Hibao-an Norte,,10.73995399,122.5172272,,,,,
STP5418,Mandurriao,,10.74222088,122.5157089,,,,,
STP5419,Mandurriao,,10.71725368,122.5469208,,,,,
STP5420,Jibao-an,,10.76206112,122.4962845,,,,,
STP5421,Mnhs canteen,,10.71825027,122.5443878,,,,,
STP5422,San Miguel,,10.76377773,122.4941788,,,,,
STP5423,San Jose,,10.7655859,122.4921646,,,,,
STP5424,San Miguel,,10.77841759,122.4640732,,,,,
STP5425,San Miguel,,10.77834511,122.46978,,,,,
STP5501,Jaro,,10.73782539,122.5620804,,,,,
STP5502,Jaro,,10.74546623,122.5669327,,,,,
STP5503,Jaro,,10.74117184,122.563942,,,,,
STP5504,Jaro,,10.73040104,122.5591583,,,,,
STP5505,La Paz,,10.71057987,122.5705185,,,,,
STP5506,La Paz,,10.71307278,122.5683899,,,,,
STP5507,Jaro,,10.7500267,122.5699387,,,,,
STP5508,Guihaman,,10.77654648,122.5848541,,,,,
STP5509,Guihaman,,10.77962875,122.584877,,,,,
STP5510,Jaro,,10.75351715,122.572113,,,,,
STP5511,Jaro,,10.76781464,122.5816193,,,,,
STP5512,Jaro,,10.77200317,122.5842133,,,,,
STP5513,Guihaman,,10.7831049,122.5869293,,,,,
STP5514,Poblacion,,10.78581524,122.5886612,,,,,
STP5515,Jaro,,10.73308277,122.5601273,,,,,
STP5516,GECO Philippines,,10.72824669,122.5564117,,,,,
STP5517,La Paz,,10.71555805,122.5665588,,,,,
STP5518,The Lodge,,10.72004318,122.5622482,,,,,
STP5519,Jaro,,10.75714111,122.5746002,,,,,
STP5520,Dunkin Donuts,,10.7612915,122.5774612,,,,,
STP5521,Jaro,,10.72378349,122.5571823,,,,,
STP5522,Jaro,,10.72190094,122.5602036,,,,,
STP5523,Jaro,,10.71793461,122.5643845,,,,,
STP5524,Jaro,,10.76371288,122.5788956,,,,,
STP0201,Molo,,10.68389491,122.5427022,,,,,
STP0202,Molo,,10.68183156,122.5383927,,,,,
STP0203,Villa de Arevalo,,10.6801956,122.5177911,,,,,
STP0204,Molo,,10.68599696,122.5454343,,,,,
STP0205,Molo,,10.68939335,122.5485435,,,,,
STP0206,City Proper,,10.69581454,122.5690028,,,,,
STP0207,Molo,,10.69239458,122.5524588,,,,,
STP0208,Sanitas,,10.68131168,122.5341128,,,,,
STP0209,Arevalo Police Station,,10.68773497,122.5165464,,,,,
STP0210,Villa de Arevalo,,10.6809052,122.5306619,,,,,
STP0211,Molo,,10.69203811,122.5497357,,,,,
STP0212,City Proper,,10.69268844,122.5691326,,,,,
STP0213,Villa de Arevalo,,10.68395842,122.516977,,,,,
STP0214,Villa de Arevalo,,10.68033349,122.5217727,,,,,
STP0215,Villa de Arevalo,,10.68056581,122.5249987,,,,,
STP0216,City Proper,,10.69224337,122.5719109,,,,,
STP0217,City Proper,,10.69406585,122.5609384,,,,,
STP0218,Royale Business Club ILOILO BRANCH,,10.69558354,122.5658309,,,,,
STP0219,Phoenix Super LPG,,10.69325427,122.5583441,,,,,
STP2301,Mandurriao,,10.71468304,122.545862,,,,,
STP2302,Mandurriao,,10.71792963,122.5525327,,,,,
STP2303,Villa de Arevalo,,10.6889092,122.5215766,,,,,
STP2304,Mandurriao,,10.71383311,122.5521825,,,,,
STP2305,Mandurriao,,10.70878848,122.5496308,,,,,
STP2306,Villa de Arevalo,,10.6889941,122.524478,,,,,
STP2307,Villa de Arevalo,,10.68889725,122.5283043,,,,,
STP2308,Molo,,10.69069113,122.5323469,,,,,
STP2309,Villa de Arevalo,,10.69320174,122.5004268,,,,,
STP2310,Villa de Arevalo,,10.69195979,122.5045924,,,,,
STP2311,Villa de Arevalo,,10.69127057,122.5079845,,,,,
STP2312,Villa de Arevalo,,10.68921409,122.5158825,,,,,
STP2313,Mandurriao,,10.70203462,122.5433203,,,,,
STP2314,Mandurriao,,10.70478496,122.5435931,,,,,
STP2315,BIR Revenue,,10.69768658,122.5474596,,,,,
STP2316,Villa de Arevalo,,10.69060975,122.5107528,,,,,
STP2317,Molo,,10.69233303,122.5355402,,,,,
STP2318,Molo,,10.69439864,122.5385675,,,,,
STP2319,Molo,,10.69637674,122.5418326,,,,,
STP2320,Molo,,10.69792893,122.5443319,,,,,
STP0601,Tiu Cho Teg - Ana Ros Foundation Integrated School,,10.77261065,122.5695376,,,,,
STP0602,Jaro,,10.76408078,122.5641723,,,,,
STP0603,Jaro,,10.753872,122.5587683,,,,,
STP0604,Jaro,,10.75574852,122.5541752,,,,,
STP0605,Mandurriao,,10.71664734,122.55301,,,,,
STP0606,City Proper,,10.69304398,122.5557344,,,,,
STP0607,Oppo Service Center,,10.70031451,122.5539073,,,,,
STP0608,Mandurriao,,10.70310255,122.5531357,,,,,
STP0609,Jaro,,10.74978824,122.5531768,,,,,
STP0610,Jaro,,10.74720938,122.5549671,,,,,
STP0611,Molo,,10.69710297,122.5546655,,,,,
STP0612,Mandurriao,,10.70623374,122.5526277,,,,,
STP0613,Jaro,,10.74553853,122.5573068,,,,,
STP0614,Mandurriao,,10.7138263,122.5521848,,,,,
STP0615,Jaro,,10.74239347,122.5613011,,,,,
STP0616,Jaro,,10.7395428,122.5630801,,,,,
STP0617,Hyundai Iloilo,,10.73693187,122.56149,,,,,
STP0618,Jaro,,10.71366387,122.5550964,,,,,
STP0619,Jaro,,10.71506161,122.5574719,,,,,
STP0620,TLC-Saladmaster,,10.70920384,122.5508124,,,,,
STP0621,Pen Bank,,10.73396387,122.5604896,,,,,
STP0622,We Academy,,10.73138323,122.5596186,,,,,
STP0623,Jaro,,10.72913891,122.5572046,,,,,
STP0624,Cornerstone Pet Hospital,,10.71726005,122.5593974,,,,,
STP0625,Jaro,,10.72468304,122.5539935,,,,,
STP0626,Petron,,10.72622251,122.5562496,,,,,
STP0627,Wawa Carinderia,,10.72283975,122.5578137,,,,,
STP0628,Jaro,,10.71968928,122.5618161,,,,,
STP0701,Molo,,10.69205488,122.5438418,,,,,
STP0702,Molo,,10.69615379,122.5513419,,,,,
STP0703,Molo,,10.69584738,122.5481398,,,,,
STP0704,City Proper,,10.69662724,122.5553982,,,,,
STP0705,Pharmako Drugmart,,10.6969084,122.5591528,,,,,
STP0706,City Proper,,10.69268704,122.5721931,,,,,
STP0707,Molo,,10.69645191,122.5418286,,,,,
STP0708,Molo,,10.68836125,122.5386649,,,,,
STP0709,Molo,,10.68864981,122.5352505,,,,,
STP0710,Molo,,10.6944027,122.5385699,,,,,
STP0711,BDO,,10.69417034,122.5691132,,,,,
STP0712,Molo,,10.69571198,122.5445534,,,,,
STP0713,I. Arroyo Elementary School,,10.69162979,122.5344368,,,,,
STP0714,City Proper,,10.69575173,122.5616373,,,,,
STP0715,City Proper,,10.69315474,122.5629516,,,,,
STP0716,City Proper,,10.69554339,122.5646861,,,,,
STP0101,Lapuz,,10.69643196,122.5851941,,,,,
STP0102,Lapuz,,10.69882978,122.5820305,,,,,
STP0103,Lapuz,,10.70098752,122.5792937,,,,,
STP0104,Milagrosa Shipping Lines,,10.70094992,122.5791754,,,,,
STP0105,Jalandoni Memorial Elementary School,,10.70186899,122.5744691,,,,,
STP0106,City Proper,,10.70224814,122.5695093,,,,,
STP0107,City Proper,,10.69720069,122.5689765,,,,,
STP0108,City Proper,,10.69220845,122.5694829,,,,,
STP0109,City Proper,,10.69220845,122.5694829,,,,,
STP0110,The Atrium,,10.70151094,122.5682457,,,,,
STP0111,Lapuz,,10.70171585,122.5742266,,,,,
STP0112,Milagrosa Shipping Lines ,,10.70094992,122.5791754,,,,,
STP0113,Lapuz,,10.70098752,122.5792937,,,,,
STP0114,Lapuz,,10.69882978,122.5820305,,,,,
STP0115,Lapuz,,10.69643196,122.5851941,,,,,
STP0116,Lapuz,,10.6996016,122.5876383,,,,,
STP0301,Jaro,,10.74629157,122.5392603,,,,,
STP0302,Jaro,,10.74204711,122.5396071,,,,,
STP0303,BF store,,10.74064745,122.5408533,,,,,
STP0304,Dimatulac Medical & Dental Clinic,,10.73849661,122.5432789,,,,,
STP0305,Jonchris laundry shop,,10.73575976,122.5460859,,,,,
STP0306,Central Philippine University,,10.73340728,122.5488751,,,,,
STP0307,Central Philippine University,,10.73244887,122.5499782,,,,,
STP0308,Jaro,,10.72913512,122.5539219,,,,,
STP0309,Jaro,,10.72677638,122.5560368,,,,,
STP0310,Jaro,,10.72388637,122.5568746,,,,,
STP0311,MARINA,,10.72178356,122.5587453,,,,,
STP0312,Jaro,,10.71995565,122.559981,,,,,
STP0313,Rose Pharmacy,,10.71659539,122.5621506,,,,,
STP0314,Iloilo National High School,,10.71466824,122.563359,,,,,
STP0315,West Visayas State University,,10.71237634,122.564593,,,,,
STP0316,La Paz,,10.70978868,122.566219,,,,,
STP0317,Gaisano Capitol,,10.70720785,122.567076,,,,,
STP0318,City Proper,,10.70404018,122.5678832,,,,,
STP0319,Bank of Commerce,,10.70085381,122.568956,,,,,
STP0320,UnionBank,,10.69831103,122.5691888,,,,,
STP0321,City Proper,,10.69625123,122.569446,,,,,
STP0322,City Proper,,10.69380112,122.571362,,,,,
STP0323,City Proper,,10.69213154,122.574002,,,,,
STP0324,City Proper,,10.69045318,122.5770346,,,,,
STP0325,City Proper,,10.68838593,122.5798964,,,,,
STP0326,City Proper,,10.69166873,122.5825471,,,,,
STP0327,City Proper,,10.69220305,122.5827871,,,,,
STP0328,City Proper,,10.68838593,122.5798964,,,,,
STP0329,City Proper,,10.69045318,122.5770346,,,,,
STP0330,City Proper,,10.69157106,122.5739608,,,,,
STP0331,City Proper,,10.69380112,122.571362,,,,,
STP0332,City Proper,,10.69595109,122.5694724,,,,,
STP0333,BPI,,10.69940907,122.5691839,,,,,
STP0334,City Proper,,10.70251712,122.5681679,,,,,
STP0335,Gaisano Capitol,,10.70720785,122.567076,,,,,
STP0336,La Paz,,10.70976403,122.5664512,,,,,
STP0337,La Paz,,10.71198381,122.5650677,,,,,
STP0338,West Visayas State University,,10.71440711,122.5633408,,,,,
STP0339,Rose Pharmacy,,10.71659539,122.5621506,,,,,
STP0340,Jaro,,10.71995565,122.559981,,,,,
STP0341,MARINA,,10.72178356,122.5587453,,,,,
STP0342,Jaro,,10.72514942,122.5575019,,,,,
STP0343,GECO Philippines,,10.72783907,122.5558845,,,,,
STP0344,Jaro,,10.73064062,122.5521272,,,,,
STP0345,Central Philippine University,,10.73244887,122.5499782,,,,,
STP0346,Jaro,,10.73479021,122.5472573,,,,,
STP0347,Buendia's,,10.73697154,122.5449682,,,,,
STP0348,BF store,,10.74064745,122.5408533,,,,,
STP0349,Jaro,,10.74204711,122.5396071,,,,,
STP0350,Jaro,,10.74629157,122.5392603,,,,,
STP0401,Jaro,,10.74628428,122.5392494,,,,,
STP0402,Jaro,,10.73954069,122.5382906,,,,,
STP0403,Jaro,,10.73735488,122.5381074,,,,,
STP0404,Jaro,,10.73178463,122.5416242,,,,,
STP0405,Jaro,,10.73178463,122.5416242,,,,,
STP0406,Jaro,,10.72917135,122.544828,,,,,
STP0407,Jaro,,10.72907197,122.5455138,,,,,
STP0408,Jaro,,10.72504862,122.549735,,,,,
STP0409,Mandurriao,,10.7189288,122.5480651,,,,,
STP0410,Mandurriao,,10.71921419,122.5511882,,,,,
STP0411,Mandurriao,,10.71636719,122.5526733,,,,,
STP0412,SM Strata Twin Towers,,10.71319413,122.5525618,,,,,
STP0413,Mandurriao,,10.70876427,122.5515988,,,,,
STP0414,Mandurriao,,10.7062251,122.5526309,,,,,
STP0415,Mandurriao,,10.70310472,122.5534923,,,,,
STP0416,Oppo Service Center,,10.70032228,122.5538999,,,,,
STP0417,Iloilo Doctors' Hospital,,10.69707155,122.5546513,,,,,
STP0418,Molo,,10.69381237,122.5550813,,,,,
STP0419,City Proper,,10.69326704,122.5583545,,,,,
STP0420,Colegio de las Hijas de Jesus,,10.69444753,122.5627734,,,,,
STP0421,Pan de Manila,,10.69439354,122.5646628,,,,,
STP0422,Pan de Manila,,10.69439354,122.5646628,,,,,
STP0423,City Proper,,10.69340268,122.5669367,,,,,
STP0424,City Proper,,10.69674481,122.5678469,,,,,
STP0425,City Proper,,10.69766546,122.564391,,,,,
STP0426,City Dorm,,10.69724379,122.5613016,,,,,
STP0427,City Proper,,10.69661634,122.5554264,,,,,
STP0428,Molo,,10.69616146,122.5547835,,,,,
STP0429,Molo,,10.69910351,122.5543445,,,,,
STP0430,Mandurriao,,10.70300865,122.5531555,,,,,
STP0431,Mandurriao,,10.7062251,122.5526309,,,,,
STP0432,Mandurriao,,10.70876427,122.5515988,,,,,
STP0433,Mandurriao,,10.71184915,122.5516299,,,,,
STP0434,Mandurriao,,10.71636719,122.5526733,,,,,
STP0435,Mandurriao,,10.71793799,122.5525286,,,,,
STP0436,Mandurriao,,10.7189288,122.5480651,,,,,
STP0437,Jaro,,10.72458159,122.5493469,,,,,
STP0438,Jaro,,10.72907197,122.5455138,,,,,
STP0439,Jaro,,10.72917135,122.544828,,,,,
STP0440,Jaro,,10.73178463,122.5416242,,,,,
STP0441,Jaro,,10.73178463,122.5416242,,,,,
STP0442,Jaro,,10.73736744,122.538424,,,,,
STP0443,Jaro,,10.73954069,122.5382906,,,,,
STP0444,Jaro,,10.74628428,122.5392494,,,,,
STP0501,Festive Walk Transport Hub,,10.71729384,122.5471107,,,,,
STP0502,Mandurriao,,10.71358718,122.5521444,,,,,
STP0503,Mandurriao,,10.70877857,122.5516145,,,,,
STP0504,University of San Agustin,,10.70002794,122.5618329,,,,,
STP0505,The Atrium,,10.7015054,122.5683627,,,,,
STP0506,City Proper,,10.6972522,122.56901,,,,,
STP0507,City Proper,,10.6927191,122.5690925,,,,,
STP0508,City Proper,,10.69273312,122.5722258,,,,,
STP0509,City Proper,,10.6927191,122.5690925,,,,,
STP0510,City Proper,,10.6972522,122.56901,,,,,
STP0511,University of San Agustin,,10.70002794,122.5618329,,,,,
STP0512,Mandurriao,,10.70877857,122.5516145,,,,,
STP0513,Mandurriao,,10.71358718,122.5521444,,,,,
STP0514,7-Eleven,,10.7073614,122.5480909,,,,,
STP0515,Mandurriao,,10.70769377,122.54284,,,,,
STP0516,Mandurriao,,10.71448564,122.5457798,,,,,
STP0801,City Proper,,10.69226034,122.5828125,,,,,
STP0802,City Proper,,10.69207633,122.5739679,,,,,
STP0803,City Proper,,10.69197435,122.5699844,,,,,
STP0804,City Proper,,10.69343972,122.5655484,,,,,
STP0805,Berlin Pharmacy,,10.69626838,122.5549258,,,,,
STP0806,Goodyear Servitek,,10.70035848,122.5538836,,,,,
STP0807,Mandurriao,,10.70882633,122.5515805,,,,,
STP0808,Mandurriao,,10.71384016,122.5521813,,,,,
STP0809,Mandurriao,,10.71384016,122.5521813,,,,,
STP0810,Mandurriao,,10.70882633,122.5515805,,,,,
STP0811,Goodyear Servitek,,10.70035848,122.5538836,,,,,
STP0812,Berlin Pharmacy,,10.69626838,122.5549258,,,,,
STP0813,City Proper,,10.69200051,122.5681747,,,,,
STP0814,City Proper,,10.69207633,122.5739679,,,,,
STP0815,City Proper,,10.69226034,122.5828125,,,,,
STP0901,Mohon Southern Terminal,,10.693312,122.4999743,,,,,
STP0902,Villa de Arevalo,,10.69196403,122.5046097,,,,,
STP0903,Villa de Arevalo,,10.6906204,122.5102618,,,,,
STP0904,Panaderia de Iloilo;Panaderia de iloilo,,10.68960211,122.5144766,,,,,
STP0905,Villa de Arevalo,,10.68885333,122.5180204,,,,,
STP0906,Villa de Arevalo,,10.68899918,122.5213454,,,,,
STP0907,Villa de Arevalo,,10.68913417,122.5241593,,,,,
STP0908,Villa de Arevalo,,10.68890699,122.5282769,,,,,
STP0909,Molo,,10.69102414,122.5329201,,,,,
STP0910,Molo,,10.69358422,122.5372872,,,,,
STP0911,Molo,,10.69522755,122.5397857,,,,,
STP0912,Cebuana Lhuillier,,10.69698126,122.5428222,,,,,
STP0913,EDJ Auto Supply,,10.69678371,122.5458914,,,,,
STP0914,Molo,,10.6989571,122.547454,,,,,
STP0915,Pub Express,,10.69935176,122.5503146,,,,,
STP0916,i.mart,,10.6993497,122.5514447,,,,,
STP0917,University of the Philippines Visayas,,10.69988837,122.5558301,,,,,
STP0918,Tuburan Study Center,,10.70023116,122.5595551,,,,,
STP0919,University of San Agustin,,10.7008338,122.5636787,,,,,
STP0920,Iloilo Central Elementary School,,10.70112068,122.5655725,,,,,
STP0921,City Proper,,10.70154577,122.5686045,,,,,
STP0922,Toto Batchoy,,10.69823956,122.5689686,,,,,
STP0923,City Proper,,10.69592106,122.5695331,,,,,
STP0924,City Proper,,10.69361365,122.5713542,,,,,
STP0925,City Proper,,10.69273683,122.572229,,,,,
STP0926,City Proper,,10.69201551,122.5686926,,,,,
STP0927,City Proper,,10.69578369,122.5678749,,,,,
STP0928,City Proper,,10.69785634,122.5658155,,,,,
STP0929,Pan de Manila,,10.69440571,122.5646683,,,,,
STP0930,City Proper,,10.69402026,122.5608022,,,,,
STP0931,Espiranza Gymnasium,,10.69338443,122.5584444,,,,,
STP0932,City Proper,,10.69389194,122.5561972,,,,,
STP0933,City Proper,,10.69791761,122.5547359,,,,,
STP0934,i.mart,,10.6993497,122.5514447,,,,,
STP0935,Molo,,10.69917198,122.5487293,,,,,
STP0936,Molo,,10.69793736,122.5443697,,,,,
STP0937,Molo,,10.69674199,122.5421289,,,,,
STP0938,Molo,,10.69522755,122.5397857,,,,,
STP0939,Molo,,10.692478,122.5354631,,,,,
STP0940,Molo,,10.68971816,122.5301951,,,,,
STP0941,Villa de Arevalo,,10.68886295,122.5264392,,,,,
STP0942,Villa de Arevalo,,10.6889092,122.5215391,,,,,
STP0943,Villa de Arevalo,,10.68896229,122.5189024,,,,,
STP0944,Villa de Arevalo,,10.6888283,122.5171652,,,,,
STP0945,Villa de Arevalo,,10.68992695,122.5132063,,,,,
STP0946,Villa de Arevalo,,10.69176781,122.506482,,,,,
STP0947,Villa de Arevalo,,10.692608,122.5025918,,,,,
STP1001,Jaro,,10.77099587,122.5834731,,,,,
STP1002,Jaro,,10.76783384,122.5817506,,,,,
STP1003,Jaro,,10.76413203,122.5793754,,,,,
STP1004,Jaro,,10.76179734,122.5776187,,,,,
STP1005,Jaro,,10.7577588,122.5750075,,,,,
STP1006,Ceres Iloilo North Bus Terminal,,10.75424177,122.5725114,,,,,
STP1007,Jaro,,10.74863404,122.5689816,,,,,
STP1008,Jaro,,10.74548955,122.5667774,,,,,
STP1009,Jaro,,10.74386977,122.5658651,,,,,
STP1010,Jaro,,10.7395428,122.5630888,,,,,
STP1011,Jaro,,10.73675259,122.5615761,,,,,
STP1012,Vista Inn,,10.7332425,122.5600835,,,,,
STP1013,Jaro,,10.73042007,122.559305,,,,,
STP1014,GECO Philippines,,10.72832338,122.5563571,,,,,
STP1015,Jaro,,10.72534945,122.5567159,,,,,
STP1016,Casa Tentay,,10.72209797,122.5600002,,,,,
STP1017,Jaro,,10.71989026,122.5623897,,,,,
